code_module,code_presentation,id_student,probability
AAA,2014J,302476,0.046
AAA,2014J,303521,0.101
AAA,2014J,303985,0.398
AAA,2014J,304465,0.031
AAA,2014J,306646,0.189
AAA,2014J,309142,0.144
AAA,2014J,310412,0.071
AAA,2014J,311235,0.164
AAA,2014J,313937,0.044
AAA,2014J,315076,0.39
AAA,2014J,315744,0.05
AAA,2014J,323370,0.036
AAA,2014J,328024,0.073
AAA,2014J,329659,0.762
AAA,2014J,330594,0.33
AAA,2014J,331358,0.375
AAA,2014J,332884,0.114
AAA,2014J,334441,0.87
AAA,2014J,335247,0.152
AAA,2014J,335764,0.213
AAA,2014J,337748,0.994
AAA,2014J,338407,0.136
AAA,2014J,341876,0.189
AAA,2014J,342007,0.137
AAA,2014J,345440,0.079
AAA,2014J,345519,0.051
AAA,2014J,346118,0.094
AAA,2014J,348275,0.578
AAA,2014J,348807,0.144
AAA,2014J,350156,0.171
AAA,2014J,350939,0.076
AAA,2014J,351336,0.069
AAA,2014J,353665,0.112
AAA,2014J,354170,0.795
AAA,2014J,356170,0.101
AAA,2014J,358182,0.067
AAA,2014J,364957,0.081
AAA,2014J,369834,0.789
AAA,2014J,371710,0.033
AAA,2014J,373872,0.122
AAA,2014J,375260,0.12
AAA,2014J,375646,0.223
AAA,2014J,377546,0.053
AAA,2014J,381642,0.684
AAA,2014J,382095,0.048
AAA,2014J,383180,0.752
AAA,2014J,383600,0.11
AAA,2014J,383723,0.05
AAA,2014J,384203,0.094
AAA,2014J,384725,0.044
AAA,2014J,387533,0.9
AAA,2014J,388147,0.879
AAA,2014J,390890,0.223
AAA,2014J,391249,0.064
AAA,2014J,396599,0.733
AAA,2014J,396655,0.707
AAA,2014J,398171,0.064
AAA,2014J,398349,0.02
AAA,2014J,400147,0.369
AAA,2014J,400682,0.14
AAA,2014J,401404,0.07
AAA,2014J,402204,0.149
AAA,2014J,402727,0.128
AAA,2014J,402961,0.11
AAA,2014J,404356,0.063
AAA,2014J,406671,0.104
AAA,2014J,406682,0.032
AAA,2014J,409100,0.042
AAA,2014J,409703,0.045
AAA,2014J,410092,0.151
AAA,2014J,411971,0.075
AAA,2014J,415969,0.902
AAA,2014J,418731,0.837
AAA,2014J,421455,0.049
AAA,2014J,424577,0.091
AAA,2014J,429858,0.129
AAA,2014J,431025,0.8
AAA,2014J,439305,0.324
AAA,2014J,440319,0.709
AAA,2014J,442064,0.262
AAA,2014J,442132,0.134
AAA,2014J,446108,0.095
AAA,2014J,447481,0.207
AAA,2014J,468120,0.909
AAA,2014J,468694,0.78
AAA,2014J,470588,0.773
AAA,2014J,470982,0.125
AAA,2014J,476603,0.066
AAA,2014J,481022,0.795
AAA,2014J,483800,0.079
AAA,2014J,484897,0.104
AAA,2014J,485962,0.101
AAA,2014J,488990,0.4
AAA,2014J,500113,0.126
AAA,2014J,503889,0.097
AAA,2014J,518808,0.117
AAA,2014J,522482,0.979
AAA,2014J,527100,0.115
AAA,2014J,527801,0.841
AAA,2014J,533068,0.791
AAA,2014J,537081,0.744
AAA,2014J,544253,0.057
AAA,2014J,548120,0.083
AAA,2014J,569505,0.047
AAA,2014J,570317,0.103
AAA,2014J,574505,0.202
AAA,2014J,588477,0.064
AAA,2014J,593846,0.76
AAA,2014J,593987,0.747
AAA,2014J,596288,0.089
AAA,2014J,603834,0.16
AAA,2014J,603861,0.914
AAA,2014J,623840,0.058
AAA,2014J,626240,0.193
AAA,2014J,628088,0.991
AAA,2014J,630142,0.732
AAA,2014J,637665,0.124
AAA,2014J,639053,0.161
AAA,2014J,642878,0.822
AAA,2014J,648130,0.77
AAA,2014J,676546,0.722
AAA,2014J,677186,0.169
AAA,2014J,684180,0.184
AAA,2014J,687698,0.198
AAA,2014J,696073,0.087
AAA,2014J,696578,0.75
AAA,2014J,721259,0.932
AAA,2014J,852847,0.905
AAA,2014J,998493,0.073
AAA,2014J,1045203,0.128
AAA,2014J,1112555,0.084
AAA,2014J,1183831,0.725
AAA,2014J,1268696,0.286
AAA,2014J,1352868,0.111
AAA,2014J,1398979,0.705
AAA,2014J,1456619,0.957
AAA,2014J,1471214,0.15
AAA,2014J,1472925,0.152
AAA,2014J,1484804,0.198
AAA,2014J,1511033,0.167
AAA,2014J,1576513,0.056
AAA,2014J,1609002,0.082
AAA,2014J,1629771,0.062
AAA,2014J,1686551,0.981
AAA,2014J,1689639,0.705
AAA,2014J,1715896,0.063
AAA,2014J,1721270,0.135
AAA,2014J,1757766,0.223
AAA,2014J,1773377,0.087
AAA,2014J,1799111,0.028
AAA,2014J,1818673,0.989
AAA,2014J,1839386,0.999
AAA,2014J,1926668,0.122
AAA,2014J,1947156,0.241
AAA,2014J,1967783,0.045
AAA,2014J,1970390,0.144
AAA,2014J,1975209,0.09
AAA,2014J,2010232,0.055
AAA,2014J,2045084,0.987
AAA,2014J,2057803,0.065
AAA,2014J,2073016,0.953
AAA,2014J,2085209,0.245
AAA,2014J,2086400,0.232
AAA,2014J,2139353,0.211
AAA,2014J,2148681,0.064
AAA,2014J,2158048,0.98
AAA,2014J,2158196,0.761
AAA,2014J,2165164,0.062
AAA,2014J,2168833,1
AAA,2014J,2207874,0.896
AAA,2014J,2240349,0.085
AAA,2014J,2244332,0.046
AAA,2014J,2273119,0.928
AAA,2014J,2277857,0.049
AAA,2014J,2297896,0.147
AAA,2014J,2318055,0.062
AAA,2014J,2330254,0.052
AAA,2014J,2355470,0.502
AAA,2014J,2358969,0.107
AAA,2014J,2363863,0.108
AAA,2014J,2369415,0.064
AAA,2014J,2375975,0.06
AAA,2014J,2397661,0.179
AAA,2014J,2398313,0.103
AAA,2014J,2404408,0.614
AAA,2014J,2425993,0.111
AAA,2014J,2432796,0.124
AAA,2014J,2434159,0.6
AAA,2014J,2436812,0.933
AAA,2014J,2467267,0.15
AAA,2014J,2470694,0.481
AAA,2014J,2473538,0.569
AAA,2014J,2474849,0.994
AAA,2014J,2494700,0.022
AAA,2014J,2500258,0.153
AAA,2014J,2507842,0.989
AAA,2014J,2509639,0.125
AAA,2014J,2514368,0.108
AAA,2014J,2514898,0.195
AAA,2014J,2521865,0.1
AAA,2014J,2522927,0.169
AAA,2014J,2540168,0.864
AAA,2014J,2546445,0.941
AAA,2014J,2551797,0.164
AAA,2014J,2551932,0.966
AAA,2014J,2569324,0.128
AAA,2014J,2574990,0.761
AAA,2014J,2576122,0.987
AAA,2014J,2578676,0.126
AAA,2014J,2581477,0.165
AAA,2014J,2584873,0.077
AAA,2014J,2595841,0.727
AAA,2014J,2596621,0.059
AAA,2014J,2601889,0.069
AAA,2014J,2602338,0.779
AAA,2014J,2606802,0.945
AAA,2014J,2624961,0.729
AAA,2014J,2633226,0.155
AAA,2014J,2642616,0.163
AAA,2014J,2642935,0.027
AAA,2014J,2648611,0.05
AAA,2014J,2649800,0.208
AAA,2014J,2654628,0.091
AAA,2014J,2677624,0.05
AAA,2014J,2680312,0.199
AAA,2014J,2688166,0.103
AAA,2014J,2690062,0.996
AAA,2014J,2692514,0.161
AAA,2014J,2694788,0.9
BBB,2013B,23629,0.793
BBB,2013B,25107,0.139
BBB,2013B,27891,0.774
BBB,2013B,29144,0.804
BBB,2013B,31663,0.08
BBB,2013B,33666,0.755
BBB,2013B,34229,0.324
BBB,2013B,34353,0.723
BBB,2013B,34756,0.814
BBB,2013B,34863,0.271
BBB,2013B,35812,1
BBB,2013B,39655,0.317
BBB,2013B,50993,0.665
BBB,2013B,52899,0.99
BBB,2013B,58089,0.996
BBB,2013B,62631,0.729
BBB,2013B,70608,0.081
BBB,2013B,74695,0.042
BBB,2013B,74734,0.121
BBB,2013B,75399,0.156
BBB,2013B,78645,0.7
BBB,2013B,82535,0.134
BBB,2013B,82741,0.063
BBB,2013B,83254,0.106
BBB,2013B,84245,0.321
BBB,2013B,84664,0.04
BBB,2013B,86291,0.937
BBB,2013B,87732,0.239
BBB,2013B,91322,0.076
BBB,2013B,92274,0.66
BBB,2013B,92832,0.074
BBB,2013B,92947,0.06
BBB,2013B,92993,0.132
BBB,2013B,94616,0.814
BBB,2013B,97154,0.186
BBB,2013B,98313,0.144
BBB,2013B,104054,0.047
BBB,2013B,108377,0.183
BBB,2013B,108589,0.057
BBB,2013B,109938,0.028
BBB,2013B,110881,0.259
BBB,2013B,116603,0.035
BBB,2013B,117071,0.875
BBB,2013B,120994,0.958
BBB,2013B,123860,0.121
BBB,2013B,126322,0.298
BBB,2013B,133155,0.09
BBB,2013B,133748,0.698
BBB,2013B,141823,0.735
BBB,2013B,142324,0.701
BBB,2013B,143741,0.113
BBB,2013B,145544,0.042
BBB,2013B,147876,0.807
BBB,2013B,151697,0.137
BBB,2013B,152153,0.932
BBB,2013B,152910,0.189
BBB,2013B,152929,0.151
BBB,2013B,153212,0.087
BBB,2013B,153704,0.72
BBB,2013B,154027,0.158
BBB,2013B,154125,0.338
BBB,2013B,154540,0.091
BBB,2013B,156835,0.019
BBB,2013B,161678,0.999
BBB,2013B,165243,0.165
BBB,2013B,169515,0.841
BBB,2013B,170356,0.975
BBB,2013B,173316,0.517
BBB,2013B,173335,0.409
BBB,2013B,179605,0.462
BBB,2013B,182824,0.123
BBB,2013B,183806,0.997
BBB,2013B,185349,0.067
BBB,2013B,186670,0.425
BBB,2013B,186780,0.968
BBB,2013B,186988,0.924
BBB,2013B,187793,0.779
BBB,2013B,188152,0.023
BBB,2013B,192424,0.061
BBB,2013B,193822,0.07
BBB,2013B,197595,0.045
BBB,2013B,198956,0.05
BBB,2013B,199520,0.024
BBB,2013B,200905,0.829
BBB,2013B,203108,0.494
BBB,2013B,203481,0.044
BBB,2013B,204746,0.1
BBB,2013B,226374,0.699
BBB,2013B,226827,0.069
BBB,2013B,229240,0.125
BBB,2013B,229426,0.114
BBB,2013B,232695,0.084
BBB,2013B,235097,0.73
BBB,2013B,237304,0.805
BBB,2013B,237913,0.716
BBB,2013B,242149,0.369
BBB,2013B,245404,0.75
BBB,2013B,247267,0.679
BBB,2013B,248103,0.073
BBB,2013B,249534,0.334
BBB,2013B,251351,0.082
BBB,2013B,252340,0.701
BBB,2013B,255347,0.048
BBB,2013B,255998,0.611
BBB,2013B,262294,0.824
BBB,2013B,262454,0.804
BBB,2013B,262741,0.073
BBB,2013B,263499,0.121
BBB,2013B,265958,0.764
BBB,2013B,267761,0.042
BBB,2013B,269076,0.974
BBB,2013B,270567,0.08
BBB,2013B,271036,0.122
BBB,2013B,272580,0.055
BBB,2013B,273731,0.045
BBB,2013B,273877,0.975
BBB,2013B,276717,0.109
BBB,2013B,277733,0.057
BBB,2013B,278447,0.126
BBB,2013B,281564,0.103
BBB,2013B,284076,0.086
BBB,2013B,285633,0.802
BBB,2013B,285912,0.101
BBB,2013B,288380,1
BBB,2013B,288990,0.899
BBB,2013B,290550,0.123
BBB,2013B,291037,0.099
BBB,2013B,291194,0.107
BBB,2013B,292027,0.988
BBB,2013B,294381,0.726
BBB,2013B,294961,0.156
BBB,2013B,294999,0.877
BBB,2013B,295754,0.066
BBB,2013B,297484,0.052
BBB,2013B,298322,0.137
BBB,2013B,298476,0.135
BBB,2013B,306886,0.226
BBB,2013B,309175,0.177
BBB,2013B,309709,0.356
BBB,2013B,309734,0.301
BBB,2013B,311042,0.995
BBB,2013B,312141,0.998
BBB,2013B,313810,0.042
BBB,2013B,315186,0.048
BBB,2013B,316841,0.129
BBB,2013B,318056,0.067
BBB,2013B,318101,0.993
BBB,2013B,319209,0.025
BBB,2013B,322960,0.752
BBB,2013B,324236,0.733
BBB,2013B,325511,0.364
BBB,2013B,325879,0.228
BBB,2013B,326012,1
BBB,2013B,329226,0.062
BBB,2013B,329321,0.851
BBB,2013B,329800,0.098
BBB,2013B,331354,0.062
BBB,2013B,331844,0.204
BBB,2013B,333129,0.984
BBB,2013B,333837,0.995
BBB,2013B,334291,0.38
BBB,2013B,334794,1
BBB,2013B,335421,0.428
BBB,2013B,335910,0.79
BBB,2013B,336165,0.996
BBB,2013B,338056,0.1
BBB,2013B,338861,0.346
BBB,2013B,339379,0.037
BBB,2013B,339946,0.703
BBB,2013B,340831,0.778
BBB,2013B,341040,0.788
BBB,2013B,341229,0.407
BBB,2013B,341509,0.166
BBB,2013B,349040,0.675
BBB,2013B,350622,0.804
BBB,2013B,350795,0.857
BBB,2013B,351271,0.057
BBB,2013B,351290,0.28
BBB,2013B,352161,0.963
BBB,2013B,352364,0.023
BBB,2013B,353093,0.067
BBB,2013B,353352,0.995
BBB,2013B,354058,0.802
BBB,2013B,354895,0.783
BBB,2013B,355369,0.951
BBB,2013B,355998,0.996
BBB,2013B,357030,0.432
BBB,2013B,357928,0.874
BBB,2013B,360188,0.041
BBB,2013B,360489,0.712
BBB,2013B,360877,0.026
BBB,2013B,361603,0.024
BBB,2013B,362760,0.848
BBB,2013B,362877,0.987
BBB,2013B,363401,0.845
BBB,2013B,363416,0.183
BBB,2013B,363660,0.041
BBB,2013B,365439,0.81
BBB,2013B,365452,0.124
BBB,2013B,365488,0.8
BBB,2013B,365707,0.024
BBB,2013B,367304,0.887
BBB,2013B,367348,0.767
BBB,2013B,367609,0.134
BBB,2013B,370302,0.449
BBB,2013B,370720,0.78
BBB,2013B,371679,0.096
BBB,2013B,374102,0.785
BBB,2013B,374234,0.072
BBB,2013B,376617,0.085
BBB,2013B,377759,0.09
BBB,2013B,377846,0.175
BBB,2013B,377905,0.378
